f1,f2,Class
-20.0,-245.61119499368715,0.0
-19.595959595959595,-323.7335431696792,0.0
-19.19191919191919,-284.95821059126354,0.0
-18.78787878787879,-231.1558642167954,0.0
-18.383838383838384,-204.8984329251433,0.0
-17.97979797979798,-218.6941278112001,0.0
-17.575757575757574,-336.9943198852284,0.0
-17.171717171717173,-218.6661562721379,0.0
-16.767676767676768,-213.70141768720399,0.0
-16.363636363636363,-281.1423973926551,0.0
-15.959595959595958,-255.62245675231406,0.0
-15.555555555555555,-240.91620807371777,0.0
-15.151515151515152,-217.41435105923017,0.0
-14.747474747474747,-179.93976963555573,0.0
-14.343434343434343,-196.60023696896343,0.0
-13.93939393939394,-165.61658338994954,0.0
-13.535353535353536,-176.83939914403186,0.0
-13.131313131313131,-175.98301228234124,0.0
-12.727272727272727,-206.91687649189404,0.0
-12.323232323232324,-160.42009685115957,0.0
-11.919191919191919,-146.30459221464957,0.0
-11.515151515151516,-116.83377240666121,0.0
-11.11111111111111,-191.25165847781244,0.0
-10.707070707070708,-203.37464542463667,0.0
-10.303030303030303,-167.60307020468798,0.0
-9.8989898989899,-98.20449057555604,0.0
-9.494949494949495,-156.77372022225597,0.0
-9.090909090909092,-95.94508394707576,0.0
-8.686868686868687,-106.65484231702891,0.0
-8.282828282828284,-93.20060036666794,0.0
-7.878787878787879,-126.35049869810588,0.0
-7.474747474747476,-84.72655785928524,0.0
-7.070707070707071,-118.92733785958478,0.0
-6.666666666666666,-121.86963837544785,0.0
-6.262626262626263,-101.82923280902273,0.0
-5.858585858585858,-97.06907505452223,0.0
-5.454545454545455,-55.20480764830188,0.0
-5.05050505050505,-75.4472164802142,0.0
-4.646464646464647,-51.59673547356082,0.0
-4.242424242424242,-50.55619156480033,0.0
-3.8383838383838373,-46.139031121021375,0.0
-3.434343434343436,-52.35434415934778,0.0
-3.030303030303031,-31.17570231023278,0.0
-2.6262626262626263,-37.34720401905517,0.0
-2.2222222222222214,-30.589454746717216,0.0
-1.8181818181818201,-14.526058797555523,0.0
-1.4141414141414153,-11.494472096521722,0.0
-1.0101010101010104,-9.942918788844107,0.0
-0.6060606060606055,-1.2519965983623726,0.0
-0.20202020202020066,5.0156548740760325,0.0
0.20202020202020066,8.868964914471704,0.0
0.6060606060606055,11.404516744678125,0.0
1.0101010101010104,17.55737790038768,0.0
1.4141414141414153,24.353101456611615,0.0
1.8181818181818166,37.65610453766649,0.0
2.2222222222222214,37.730672782185366,0.0
2.6262626262626263,42.871796754690756,0.0
3.030303030303031,43.97501246161693,0.0
3.4343434343434325,44.43350506848375,0.0
3.8383838383838373,70.3098683275018,0.0
4.242424242424242,92.1767179474684,0.0
4.646464646464647,73.18519191616981,0.0
5.050505050505048,89.19092612076463,0.0
5.454545454545453,108.75365698157799,0.0
5.858585858585858,99.83033351128269,0.0
6.262626262626263,80.3129120937899,0.0
6.666666666666668,105.32154879810577,0.0
7.070707070707069,101.36432126498204,0.0
7.474747474747474,114.40945648491518,0.0
7.878787878787879,103.47172079415657,0.0
8.282828282828284,149.09736617352422,0.0
8.686868686868685,107.41635129429254,0.0
9.09090909090909,109.32732424932007,0.0
9.494949494949495,158.44850670183524,0.0
9.8989898989899,202.6460232191836,0.0
10.303030303030301,139.3345591310944,0.0
10.707070707070706,204.8613419444501,0.0
11.11111111111111,136.27488941726511,0.0
11.515151515151516,144.23292006477433,0.0
11.919191919191917,244.1391390715329,0.0
12.323232323232325,135.16353401304954,0.0
12.727272727272727,251.4277049848718,0.0
13.131313131313128,196.28272333363648,0.0
13.535353535353536,272.22495983387057,0.0
13.939393939393938,197.38190656712072,0.0
14.343434343434346,190.95668789149957,0.0
14.747474747474747,154.60190231692394,0.0
15.151515151515149,242.46322027962304,0.0
15.555555555555557,170.18085948266787,0.0
15.959595959595958,234.1613761262359,0.0
16.36363636363636,281.2521948033777,0.0
16.767676767676768,240.6277742912276,0.0
17.17171717171717,326.8963841247411,0.0
17.575757575757578,222.90041943009308,0.0
17.97979797979798,251.28554958860377,0.0
18.38383838383838,332.57201276698504,0.0
18.78787878787879,356.0352456149287,0.0
19.19191919191919,292.7968809277183,0.0
19.5959595959596,249.16621367279558,0.0
20.0,346.58639190032625,0.0
-20.0,-131.59746863389654,1.0
-19.595959595959595,-21.753294629429035,1.0
-19.19191919191919,-79.01483272328622,1.0
-18.78787878787879,-127.41745310495875,1.0
-18.383838383838384,-112.10346706344785,1.0
-17.97979797979798,-94.7610221144521,1.0
-17.575757575757574,-39.26600348225364,1.0
-17.171717171717173,-141.24716234354668,1.0
-16.767676767676768,-143.8945694754707,1.0
-16.363636363636363,-125.01783207651462,1.0
-15.959595959595958,-39.240690655613264,1.0
