x1,x2,Class
11.036886474213174,10.671735591299822,0.0
10.510560823669229,11.006131309802347,0.0
7.7807438144878915,8.766012812612505,0.0
11.82844568977095,8.66557396825877,0.0
10.60757850274558,9.681414900096593,0.0
9.356784837724954,11.743830878401077,0.0
9.503591070225214,6.780867894376158,0.0
9.9459796874367,9.888909847000638,0.0
9.851050518404143,9.172174550610697,0.0
7.836854987400735,10.57054619401152,0.0
8.499461079137564,9.96811578870469,0.0
8.925218638108838,10.237305165545079,0.0
10.6205471396122,11.05460082938391,0.0
10.651202481871406,11.130642306930142,0.0
9.823932090640687,9.348067570290803,0.0
8.978410382117323,8.910092248196984,0.0
10.953139553242847,10.344586991490964,0.0
8.965048595588039,10.932469907822238,0.0
11.451515513464829,10.003484468122826,0.0
8.399399184802531,11.461220159545473,0.0
9.398458640104158,10.406692129774235,0.0
9.352895306025408,10.700981990391378,0.0
8.979164674070768,9.6508136132025,0.0
9.741644626879342,9.931146635117194,0.0
9.360028690929964,11.1399236841793,0.0
11.297133018600237,8.733186353039374,0.0
9.997976741821304,10.400027799642588,0.0
9.069869745492458,9.758184048823736,0.0
9.32670575460941,8.952762394543472,0.0
10.653836692508067,10.63088288900183,0.0
10.701337753068836,11.104716346307715,0.0
9.418803590364497,9.889546439554026,0.0
9.449305536007094,11.041311493038048,0.0
9.190284593832068,9.948527290871484,0.0
11.741038722686397,10.712561942461372,0.0
10.385692187300108,8.785334645269138,0.0
9.241494043247132,10.747915917562736,0.0
12.857733940833208,9.67340808459186,0.0
8.511155455750814,9.234489983484085,0.0
10.250192917320913,8.639302400788997,0.0
10.31633484406904,10.251577790323031,0.0
9.932723132333818,9.45915692670364,0.0
10.455689528082045,10.00085219961825,0.0
10.787486156065087,9.528179286497952,0.0
9.67786136603383,11.070428353279134,0.0
8.805998848655332,11.810362059052157,0.0
11.244652544989616,10.303839030627408,0.0
10.278496186674484,12.386913996588266,0.0
8.967362216387512,11.238676140515368,0.0
9.331859346775978,10.491886868080849,0.0
9.261681875706165,10.525283130891115,0.0
11.122880729980643,8.48484784736066,0.0
10.33653447421386,11.06433925402956,0.0
8.85896939168064,10.511560699377211,0.0
10.196869678350575,10.538224384598339,0.0
10.184312375822325,9.108676855367197,0.0
10.426649975799466,9.08281982292363,0.0
11.07597574811808,11.654907710032113,0.0
10.706468044950997,10.273193049332898,0.0
10.325734868017358,9.80913086673365,0.0
10.190984265932276,8.290886048805602,0.0
11.93560416259816,10.642483786128338,0.0
10.66706704055054,9.02611680907542,0.0
10.326200492725485,10.687973748759784,0.0
10.762860579684919,11.824711562974102,0.0
10.205579148650656,10.805837099116948,0.0
7.853997433157811,8.859604237992793,0.0
10.287985824751816,9.38431429074955,0.0
8.816111370136252,9.15226160297159,0.0
9.50199614545374,10.925095713138264,0.0
11.302802466822108,10.453785672548767,0.0
9.762484732228375,10.424573164799398,0.0
10.815631821323182,10.79887360404067,0.0
8.827143230105197,10.003938592568232,0.0
8.979087373438263,9.705417464401158,0.0
8.598350988926816,10.44025822490979,0.0
9.684778333012412,11.98907589419053,0.0
11.120786751011051,10.106391482377342,0.0
9.213692687201739,8.732802761214884,0.0
11.865642157211154,8.799942708804167,0.0
8.52899660496595,9.828056689054758,0.0
9.311968791018325,10.338882321733132,0.0
9.60611807313388,9.338373884031194,0.0
9.75244286459421,8.340221538052663,0.0
11.76988188376886,8.347172356803481,0.0
8.885569630207671,10.568023199079938,0.0
12.804550947267762,10.431996766541078,0.0
11.06740259040892,9.66315210121789,0.0
10.462034906231453,12.425581438222228,0.0
9.552310515368527,11.628048439521567,0.0
8.483196295753693,11.2700000714507,0.0
10.349096662164614,8.920957343180717,0.0
9.18544553084115,10.106887892396152,0.0
10.001774418263661,10.588186405044995,0.0
13.111891831016724,9.992396948737344,0.0
11.115167559796948,11.182967420478978,0.0
8.836163544334498,9.386217922037408,0.0
11.35430760262981,10.532033898804055,0.0
9.349837353654957,12.2848076505569,0.0
9.459078992572833,9.691665107357457,0.0
11.569876402310626,9.106738410299817,0.0
10.086245254054376,9.401460137049815,0.0
10.64802817574914,10.008221835710351,0.0
11.446987577007084,9.194306235607007,0.0
7.623277375108916,11.390352804581783,0.0
10.49009480814066,9.361275078003539,0.0
9.339624610604693,12.14471875435513,0.0
9.877570314889624,9.715079543708402,0.0
7.710196138457635,12.14247959336137,0.0
8.530891062974854,10.978019696804639,0.0
11.681014363163253,9.353160148128193,0.0
11.764133139548576,11.79399905254008,0.0
10.830628918743297,9.005860506548698,0.0
10.654230237878275,9.713315714824287,0.0
8.494056956758946,10.631626238002141,0.0
7.990790717415223,9.539038954257787,0.0
9.823437145183465,10.238526411976366,0.0
8.41165089751582,10.05378145442816,0.0
9.143339212450988,8.169680739920178,0.0
10.21153521982665,9.934084625538652,0.0
8.919467994384675,9.47298635960228,0.0
9.259072755742515,8.678679284854844,0.0
10.438498639020516,9.310161029389816,0.0
8.438994564844876,8.698472465366782,0.0
9.266441426585185,9.156107229317923,0.0
7.8960915095859745,10.697510291993115,0.0
10.862713706666234,11.189633719353964,0.0
8.870957109327303,10.400363964201402,0.0
9.375157710262094,10.330500444003462,0.0
10.309631586835737,10.372912114583022,0.0
9.106882158106783,7.851128071543144,0.0
9.911534409607816,10.910235937324478,0.0
11.487305441538362,9.410188121591334,0.0
10.443198234428497,10.847416577459578,0.0
10.430972591962721,9.494120739869896,0.0
10.405302366361006,9.339997362826228,0.0
10.36418473133146,8.053518594830036,0.0
10.35355952444921,9.885598551038283,0.0
7.843739892075064,11.02182015879434,0.0
9.184011250840465,11.369696666711787,0.0
10.843882604465538,9.55682802635268,0.0
10.366031671453428,9.804610781329814,0.0
8.775360828230859,9.195970495648945,0.0
10.763987602222084,10.392574078388067,0.0
9.882480477705904,10.03924070465473,0.0
9.323730230070144,9.076614050789484,0.0
10.365715934175544,9.804385375448627,0.0
10.504596238692109,10.883665772700668,0.0
9.373980730300492,9.807935378925524,0.0
10.38397305182526,9.378558062433301,0.0
9.488443758488959,10.35186541094098,0.0
9.571010430729874,9.387913103563642,0.0
9.385272322983354,10.643812525058117,0.0
9.979466012759431,10.281493116125395,0.0
8.742772256861507,10.932727771922753,0.0
8.117485568756177,7.625664468168586,0.0
11.012368622353275,9.42874577434443,0.0
10.014732303711742,10.731104109362962,0.0
11.613033948078968,7.1133059340005005,0.0
10.252077705009478,11.594363632396728,0.0
8.764612799946036,9.88937815642929,0.0
