f1,f2,Class
-20.0,5.666725571351642,0.0
-19.595959595959595,6.454004632327155,0.0
-19.19191919191919,3.053797565880423,0.0
-18.78787878787879,2.3761230224819894,0.0
-18.383838383838384,4.846431618339228,0.0
-17.97979797979798,3.7381553269448853,0.0
-17.575757575757574,3.905684965489499,0.0
-17.171717171717173,6.011461825674047,0.0
-16.767676767676768,0.6835654683383907,0.0
-16.363636363636363,4.568604478026263,0.0
-15.959595959595958,3.8704268524775687,0.0
-15.555555555555555,6.982267582465083,0.0
-15.151515151515152,3.544973935786462,0.0
-14.747474747474747,7.47598581236156,0.0
-14.343434343434343,8.058845411958815,0.0
-13.93939393939394,3.0496184283031615,0.0
-13.535353535353536,2.294972622343874,0.0
-13.131313131313131,6.7846374649299515,0.0
-12.727272727272727,2.386080645441008,0.0
-12.323232323232324,7.9992359789805185,0.0
-11.919191919191919,4.782846637899053,0.0
-11.515151515151516,1.9685304806517956,0.0
-11.11111111111111,7.066085000032597,0.0
-10.707070707070708,9.546568723614442,0.0
-10.303030303030303,1.0280035361978468,0.0
-9.8989898989899,7.566950621738801,0.0
-9.494949494949495,4.213011113219219,0.0
-9.090909090909092,8.380104701697052,0.0
-8.686868686868687,2.533365563633322,0.0
-8.282828282828284,1.2929543817378963,0.0
-7.878787878787879,5.451215300528157,0.0
-7.474747474747476,1.0700815437260813,0.0
-7.070707070707071,6.269832390160537,0.0
-6.666666666666666,8.653887744319164,0.0
-6.262626262626263,3.323998177578089,0.0
-5.858585858585858,0.7161278583104347,0.0
-5.454545454545455,5.364607074532307,0.0
-5.05050505050505,4.971016401221883,0.0
-4.646464646464647,3.9802266889070315,0.0
-4.242424242424242,9.405309893294111,0.0
-3.8383838383838373,6.910718522657405,0.0
-3.434343434343436,7.624504893432649,0.0
-3.030303030303031,8.761398992708342,0.0
-2.6262626262626263,6.221715025368985,0.0
-2.2222222222222214,6.113339041487658,0.0
-1.8181818181818201,2.899406085628591,0.0
-1.4141414141414153,9.147610289475917,0.0
-1.0101010101010104,7.67457626585622,0.0
-0.6060606060606055,6.278952407409873,0.0
-0.20202020202020066,3.7345197157471,0.0
0.20202020202020066,3.2185110228236136,0.0
0.6060606060606055,3.4295514857888696,0.0
1.0101010101010104,8.496627398911563,0.0
1.4141414141414153,7.344736563258644,0.0
1.8181818181818166,1.596660256841076,0.0
2.2222222222222214,7.57120796965416,0.0
2.6262626262626263,8.365415101113598,0.0
3.030303030303031,4.83213114135353,0.0
3.4343434343434325,0.33949685379384253,0.0
3.8383838383838373,2.7942625594661443,0.0
4.242424242424242,4.551379965414206,0.0
4.646464646464647,9.862604025928862,0.0
5.050505050505048,6.527584555556687,0.0
5.454545454545453,7.077032301851229,0.0
5.858585858585858,0.001224775570258796,0.0
6.262626262626263,9.959423369274107,0.0
6.666666666666668,9.57173743716703,0.0
7.070707070707069,1.9100421205739893,0.0
7.474747474747474,6.299838528089429,0.0
7.878787878787879,1.8521200743278787,0.0
8.282828282828284,2.7360094887399535,0.0
8.686868686868685,2.5926571512600893,0.0
9.09090909090909,9.737604803735763,0.0
9.494949494949495,6.8500433937367635,0.0
9.8989898989899,3.944172814956434,0.0
10.303030303030301,6.480407957833676,0.0
10.707070707070706,7.993944168334752,0.0
11.11111111111111,1.0882833819928939,0.0
11.515151515151516,2.4473830151206135,0.0
11.919191919191917,3.506352820907448,0.0
12.323232323232325,6.984013971375994,0.0
12.727272727272727,3.897041164683668,0.0
13.131313131313128,5.386171262046016,0.0
13.535353535353536,5.365269202640892,0.0
13.939393939393938,6.558374538418061,0.0
14.343434343434346,7.035793201476861,0.0
14.747474747474747,0.03149889457287447,0.0
15.151515151515149,3.0617567679647593,0.0
15.555555555555557,0.5481940602868307,0.0
15.959595959595958,7.9186173006656215,0.0
16.36363636363636,5.418258625102825,0.0
16.767676767676768,7.632676566512221,0.0
17.17171717171717,5.227045258473053,0.0
17.575757575757578,8.272927631611266,0.0
17.97979797979798,4.145255876114482,0.0
18.38383838383838,5.572366653727819,0.0
18.78787878787879,4.324779081389273,0.0
19.19191919191919,2.7237052458628908,0.0
19.5959595959596,1.7863951405996104,0.0
20.0,8.817998720199807,0.0
-20.0,17.596886252184497,1.0
-19.595959595959595,18.29430792194781,1.0
-19.19191919191919,16.795136084099326,1.0
-18.78787878787879,19.71049019544072,1.0
-18.383838383838384,11.299188784666029,1.0
-17.97979797979798,14.742194822778663,1.0
-17.575757575757574,14.216434913522829,1.0
-17.171717171717173,15.623254131535056,1.0
-16.767676767676768,10.866233919358542,1.0
-16.363636363636363,10.271491601056391,1.0
-15.959595959595958,18.69762255167732,1.0
-15.555555555555555,19.223599809407155,1.0
-15.151515151515152,10.57244690150866,1.0
-14.747474747474747,13.79662852731429,1.0
-14.343434343434343,14.90268867916912,1.0
-13.93939393939394,14.175739807701481,1.0
-13.535353535353536,19.769705789578815,1.0
-13.131313131313131,17.04298059169764,1.0
-12.727272727272727,15.317858949238518,1.0
-12.323232323232324,19.270037602179723,1.0
-11.919191919191919,10.696052504350194,1.0
-11.515151515151516,17.915722728238023,1.0
-11.11111111111111,19.340386409457924,1.0
-10.707070707070708,18.371587978188515,1.0
-10.303030303030303,12.776819574000063,1.0
-9.8989898989899,13.264390606730869,1.0
-9.494949494949495,14.397273769292676,1.0
-9.090909090909092,11.071377383649333,1.0
-8.686868686868687,19.952900307726587,1.0
-8.282828282828284,15.357313308026033,1.0
-7.878787878787879,13.653302067435325,1.0
-7.474747474747476,13.152809347793397,1.0
-7.070707070707071,10.052889144306464,1.0
-6.666666666666666,14.970666965434098,1.0
-6.262626262626263,16.16477844518263,1.0
-5.858585858585858,15.191265852236494,1.0
-5.454545454545455,11.634467897847305,1.0
-5.05050505050505,16.396175685473537,1.0
-4.646464646464647,12.288091818026828,1.0
-4.242424242424242,14.101969413522221,1.0
-3.8383838383838373,15.6249658372631,1.0
-3.434343434343436,13.07481257077005,1.0
-3.030303030303031,16.529688460106343,1.0
-2.6262626262626263,15.700610505000707,1.0
-2.2222222222222214,14.284183766919769,1.0
-1.8181818181818201,14.80352405964262,1.0
-1.4141414141414153,14.828832350140683,1.0
-1.0101010101010104,14.450547352571963,1.0
-0.6060606060606055,13.164871857974505,1.0
-0.20202020202020066,15.864492525912972,1.0
0.20202020202020066,13.447635444186538,1.0
0.6060606060606055,14.290248448734813,1.0
1.0101010101010104,10.487433971174493,1.0
1.4141414141414153,13.744773267054706,1.0
1.8181818181818166,19.71795062880938,1.0
2.2222222222222214,13.13569313992938,1.0
2.6262626262626263,19.151662804349062,1.0
3.030303030303031,19.963921008914614,1.0
3.4343434343434325,15.368615151013064,1.0
3.8383838383838373,12.496198461887841,1.0
4.242424242424242,12.879251068682052,1.0
4.646464646464647,16.626818768373873,1.0
5.050505050505048,11.215711362763672,1.0
5.454545454545453,14.181249423514105,1.0
5.858585858585858,17.650042263857895,1.0
6.262626262626263,10.240453878134034,1.0
6.666666666666668,13.296648904244284,1.0
7.070707070707069,17.768281060741653,1.0
7.474747474747474,11.00636848994751,1.0
7.878787878787879,15.55122721182709,1.0
8.282828282828284,16.299617298790654,1.0
8.686868686868685,17.53146496419227,1.0
9.09090909090909,17.352148803119988,1.0
9.494949494949495,12.22719507284519,1.0
9.8989898989899,13.502459359999259,1.0
